user_id,first_name,last_name,age,gender,sexual_orientation,languages_spoken,interests_main,interests_sub,topics_to_avoid,preferred_personality,self_personality,created_at
3deb0a29-eaa1-4e6f-a1b6-891d49b296dd,Frédéric,Roger,61.0,Femme,Pansexuel(le),,Sport|Sciences,Running|Chimie,,,Sérieux(se),2025-01-25T15:34:44.200042
8d577e1b-dd28-4844-bbf6-e375ad162c18,Odette,Meyer,57.0,Préfère ne pas dire,Hétérosexuel(le),,Photographie|Podcasts,Portrait|Tech,Sexe|Autre,,Drôle,2024-12-09T15:34:44.200063
ed38fd17-9781-4320-b6a4-46ddfe3567f8,Émilie,Martineau,22.0,Non-binaire,Pansexuel(le),Autre,Sport|Jeux vidéo,Tennis|FPS,,Extraverti(e),Calme,2025-06-18T15:34:44.200084
9e64fa01-4bde-4b92-a9e6-324ba515482b,Suzanne,Robert,27.0,Non-binaire,Asexuel(le),Allemand|Autre,Cuisine,Cuisine du monde,Argent,Introverti(e),,2025-06-13T15:34:44.200104
d01e57c5-51e0-48a4-959a-48204a74ea7a,Michèle,Navarro,20.0,Femme,Bisexuel(le),Espagnol|Autre|Italien,Musique|Cuisine|Jeux vidéo,Jazz|Pâtisserie|RPG,Religion,Extraverti(e),Peu importe,2024-12-31T15:34:44.200125
33b62203-7576-4987-a851-4b58db299e8b,Bernadette,Gilles,16.0,,Préfère ne pas dire,,Jeux vidéo|Cuisine|Musique,FPS|Pâtisserie|Jazz,Santé,Introverti(e),Calme,2024-12-04T15:34:44.200146
510eed36-c111-41f5-8cbe-1be4f87df507,Valentine,Millet,53.0,Homme,Autre,Français,Voyage|Podcasts,Road trip|Développement perso,,Peu importe,Introverti(e),2025-07-29T15:34:44.200171
5007f8ca-d3b1-47f7-83ac-7a4e55c563d6,Marguerite,Rodriguez,45.0,Non-binaire,Homosexuel(le),,Jeux vidéo|Lecture|Podcasts,Stratégie|Manga|Développement perso,Politique|Sexe,Sérieux(se),,2025-04-16T15:34:44.200194
ca3d5d40-cbfd-4761-abc1-77ef62ea93b9,Gérard,Martin,,Préfère ne pas dire,Pansexuel(le),Allemand,Voyage|Photographie|Arts & culture,,Autre|Sexe,Extraverti(e),Sérieux(se),2025-08-11T15:34:44.200216
4f136b5d-b1a5-4d68-87eb-e86d5d69c0c6,Jules,Jacob,39.0,,Pansexuel(le),,Lecture|Entrepreneuriat,,Politique|Autre,Peu importe,Autre,2025-03-08T15:34:44.200240
22d3a123-a177-415f-b974-6723140965d1,Alice,Texier,50.0,Homme,Hétérosexuel(le),Espagnol|Anglais,Cuisine,Cuisine du monde,Autre,Drôle,Drôle,2025-05-04T15:34:44.200259
c3d60b6b-0fa8-484d-a4d6-93a631a32b6f,Olivier,Reynaud,69.0,,Homosexuel(le),,Photographie,Portrait,,Calme,Introverti(e),2025-07-24T15:34:44.200279
f875d045-25dd-47f7-bcb1-bc929e6841b4,Marcel,Delahaye,66.0,Préfère ne pas dire,Asexuel(le),Français|Anglais,Sport|Sciences,,Autre,Sérieux(se),,2025-03-06T15:34:44.200299
4dc56c6d-f50d-48e6-b8ff-3689eb6ee8d5,Margaux,Roussel,48.0,Préfère ne pas dire,Asexuel(le),Autre,Technologie|Musique|Cuisine,IA|Rock|Pâtisserie,Argent|Autre,Sérieux(se),,2024-10-22T15:34:44.200319
e7989757-b51f-49cc-9440-7292ea536b09,Émile,Leclerc,25.0,Non-binaire,Homosexuel(le),Allemand|Autre,Technologie|Voyage|Podcasts,IA|Randonnée|Culture,Politique|Autre,Sérieux(se),Autre,2025-03-15T15:34:44.200341
a466db7d-510d-4a97-8095-0f743a705ab2,Capucine,Colas,41.0,Femme,Autre,Espagnol,Voyage|Lecture,Randonnée|Manga,Autre,,Sérieux(se),2025-09-05T15:34:44.200361
631a1e63-afb4-4644-a7ec-4b675dc90d89,Henri,Brunel,67.0,Préfère ne pas dire,Asexuel(le),Allemand,Technologie|Voyage|Entrepreneuriat,IA|Randonnée|Data science,Sexe,Introverti(e),Peu importe,2025-08-29T15:34:44.200382
f0757f8c-d3e8-43f9-aa05-188757174402,Margot,Marin,70.0,Non-binaire,Bisexuel(le),,Arts & culture|Podcasts|Technologie,Cinéma|Culture|IA,Politique|Religion,Introverti(e),Introverti(e),2025-05-01T15:34:44.200403
dac4375a-d826-4434-a26a-e7efd948d25b,Marcel,Descamps,20.0,Préfère ne pas dire,Autre,,Podcasts,Tech,Sexe|Religion,Peu importe,Introverti(e),2025-05-08T15:34:44.200423
5edacb22-44d2-42c3-9005-deabec40f38e,Guillaume,Traore,25.0,Préfère ne pas dire,Préfère ne pas dire,,Cuisine|Lecture,,Argent|Sexe,Autre,Sérieux(se),2025-04-28T15:34:44.200443
fcdb40b1-d300-4ed8-b473-2491bdc96c0d,William,Hoarau,49.0,Homme,Hétérosexuel(le),Italien,Sport|Jeux vidéo|Arts & culture,Tennis|FPS|Peinture,,Sérieux(se),Drôle,2025-02-09T15:34:44.200463
b554f7b1-826a-47ec-863e-b2eeaad70ad2,Antoine,Gilbert,61.0,Préfère ne pas dire,Asexuel(le),,Podcasts,Culture,Argent,Drôle,,2025-09-12T15:34:44.200482
7453eb97-ff3e-47a3-b237-c2f8ed3c8604,Guillaume,Leleu,61.0,Femme,Bisexuel(le),Italien,Voyage,Road trip,,Peu importe,Sérieux(se),2025-03-12T15:34:44.200501
f917a0a9-eb67-4343-ad9c-115b0dfae61e,Frédéric,Nicolas,49.0,Non-binaire,Pansexuel(le),Autre|Espagnol,Voyage,Road trip,Santé,Sérieux(se),Autre,2025-04-26T15:34:44.200520
e4ca50d1-c613-402e-bc90-149694e6dbb2,Auguste,Olivier,32.0,Préfère ne pas dire,Homosexuel(le),Anglais|Autre|Français,Lecture,,,,Peu importe,2024-12-04T15:34:44.200565
60969ed8-4cc0-4fe6-a227-44f7d2c0fa83,Chantal,Maillard,56.0,Homme,Préfère ne pas dire,Allemand|Français,Technologie|Entrepreneuriat,IA|Data science,,Peu importe,Introverti(e),2025-09-12T15:34:44.200588
0eeb9410-a15a-4b87-b43c-da53c2be02f8,Pénélope,Girard,40.0,Femme,Asexuel(le),,Photographie|Lecture,Portrait|Manga,Santé|Religion,Drôle,,2025-08-30T15:34:44.200614
a7801fde-1d1c-4fb3-9c16-9af01bc0bfde,Suzanne,Breton,57.0,Préfère ne pas dire,Hétérosexuel(le),Autre,Cuisine|Technologie,Cuisine du monde|IA,Sexe|Argent,Extraverti(e),Peu importe,2024-11-08T15:34:44.200649
871b56c8-dba9-4624-8a0c-b32c6f6b7a91,Lucas,Gilles,51.0,Femme,Bisexuel(le),,Sciences|Voyage|Entrepreneuriat,Physique|Randonnée|Développement web,Religion|Santé,Sérieux(se),Introverti(e),2025-01-08T15:34:44.200709
7ad91650-96f4-40d8-8e74-282dd72b7469,Thierry,Hernandez,57.0,Femme,Asexuel(le),Français|Espagnol,Sciences|Arts & culture,Chimie|Théâtre,Religion,Calme,Calme,2025-09-12T15:34:44.200733
38b50aca-1087-4dfb-832d-feb1fcdfed36,David,Dos Santos,18.0,Homme,Préfère ne pas dire,Anglais|Allemand|Italien,Sciences,Physique,Autre,,Drôle,2025-03-25T15:34:44.200755
74c0363d-041d-4feb-a9c3-4375da55d705,Gilles,Lebrun,64.0,Femme,Homosexuel(le),Anglais|Espagnol|Italien,Voyage,,Argent|Sexe,Extraverti(e),Extraverti(e),2025-07-31T15:34:44.200776
0a168bda-26b0-4126-a939-f2720793c218,Paul,Thibault,57.0,Femme,Préfère ne pas dire,Allemand|Français,Technologie|Entrepreneuriat|Musique,IA|Innovation|Classique,Santé|Religion,Extraverti(e),Sérieux(se),2025-06-30T15:34:44.200798
26f06f0b-35c8-49fb-a45e-ed6a6d55bc73,Alix,Michaud,41.0,,Bisexuel(le),Italien,Voyage,Road trip,Sexe,Sérieux(se),Peu importe,2025-08-08T15:34:44.200818
5b7d7b1a-5468-4bfa-b70e-9a4bdf3f1ac7,Nath,Hoareau,44.0,,Hétérosexuel(le),Français,Arts & culture|Sciences,,,Introverti(e),Autre,2025-05-20T15:34:44.200844
f4c0c321-39f5-4bbc-8c57-3512c5d64389,Manon,Rousseau,20.0,Non-binaire,Préfère ne pas dire,,Lecture,,Autre,Calme,Introverti(e),2025-03-16T15:34:44.200864
f189c78f-0115-4c5d-9493-adf9faf4f504,Étienne,Boutin,39.0,Non-binaire,Asexuel(le),,Podcasts,Tech,Autre,Extraverti(e),Peu importe,2025-06-14T15:34:44.200884
4f09e2e8-75d1-4a00-9443-e5f8756fe2b3,Alexandrie,Schmitt,62.0,Non-binaire,Préfère ne pas dire,Autre|Espagnol|Anglais,Voyage,,,Calme,,2024-10-30T15:34:44.200904
731ede2c-0fc1-4d63-bb03-f610147d2b63,Isaac,Goncalves,18.0,Homme,Homosexuel(le),,Sport,Tennis,Santé|Argent,,Introverti(e),2025-10-03T15:34:44.200924
22cdab21-d889-43b3-9aa1-3dbd581dd939,Daniel,Barre,57.0,Homme,Bisexuel(le),,Podcasts|Jeux vidéo,Culture|RPG,Sexe|Religion,,,2025-04-16T15:34:44.200945
d8688727-31fc-43a2-bcae-6447ca41b78f,Isaac,Marty,21.0,Femme,Asexuel(le),Allemand,Voyage|Entrepreneuriat,Road trip|Développement web,Sexe|Argent,Extraverti(e),Calme,2024-11-02T15:34:44.200964
93c89dc7-8d36-478b-af17-786984479541,Édouard,Regnier,43.0,Homme,Autre,Français,Lecture|Podcasts|Voyage,,Politique,Calme,,2025-10-04T15:34:44.200992
b5a180b8-aad9-423c-beed-26ac217c03dd,Emmanuel,Bruneau,40.0,,Hétérosexuel(le),Anglais|Autre|Italien,Voyage|Cuisine,,Argent|Sexe,Introverti(e),Autre,2025-08-24T15:34:44.201014
7f089bc7-3dc3-475e-9ba9-03c2c00cb357,Noël,Marchal,61.0,Femme,Homosexuel(le),Espagnol|Autre|Italien,Entrepreneuriat,Innovation,Argent,Calme,,2025-09-07T15:34:44.201036
bd20d822-7a86-4307-9e7f-b1c5c028bb0f,Alex,Chauvin,51.0,,Bisexuel(le),,Jeux vidéo|Lecture|Sciences,,Religion,Calme,Autre,2025-02-11T15:34:44.201057
b2db12ca-9ce3-4817-a263-c613eb5544e4,Henriette,Caron,20.0,Homme,Pansexuel(le),Autre|Italien|Allemand,Podcasts|Photographie,Développement perso|Portrait,Autre|Politique,,,2024-11-07T15:34:44.201081
4178de14-dbce-4186-832e-e2dafd21380e,Denis,Salmon,65.0,Préfère ne pas dire,Pansexuel(le),,Sciences|Musique|Jeux vidéo,Physique|Classique|Stratégie,Sexe,Introverti(e),Sérieux(se),2025-06-15T15:34:44.201104
945aef38-0f57-4023-a6cd-84581f45f363,Joséphine,Renault,55.0,,Hétérosexuel(le),Autre|Anglais|Allemand,Sciences|Jeux vidéo|Photographie,Chimie|Stratégie|Portrait,Politique,Drôle,Introverti(e),2024-11-22T15:34:44.201126
cf7b78ca-5b61-49e9-be14-6e22617d8829,Georges,Collin,47.0,,Bisexuel(le),Espagnol|Italien|Anglais,Podcasts|Musique|Cuisine,Développement perso|Rock|Cuisine du monde,,,Autre,2025-04-30T15:34:44.201148
ed624c53-af11-45c7-b75a-42172e7ed5a5,Mathilde,Dijoux,41.0,Préfère ne pas dire,Préfère ne pas dire,,Voyage,Road trip,Politique|Sexe,,Autre,2025-08-10T15:34:44.201168
712520ee-4997-4958-a032-dcffb029ddb1,Bernard,Guichard,31.0,Préfère ne pas dire,Préfère ne pas dire,Allemand|Autre,Arts & culture|Sciences,,Sexe|Argent,Drôle,Sérieux(se),2025-04-03T15:34:44.201189
34dc367d-e830-440e-bbbe-02d81258e35f,Constance,Rivière,,Non-binaire,Bisexuel(le),Allemand|Autre,Cuisine|Musique|Technologie,,Sexe,Peu importe,Extraverti(e),2025-04-17T15:34:44.201210
bfcabff9-dd22-4849-952a-4ec83dcecc1c,Caroline,Picard,44.0,,Bisexuel(le),Autre|Allemand|Français,Entrepreneuriat,Data science,,Peu importe,Calme,2025-07-12T15:34:44.201233
1057d045-add1-40fb-ac56-c0c28676ca75,Colette,Royer,18.0,Préfère ne pas dire,Autre,,Cuisine|Sciences|Photographie,Cuisine du monde|Chimie|Paysage,Argent,Introverti(e),Peu importe,2025-02-04T15:34:44.201254
e2ea5629-4854-49ca-af11-98cfc9d22b98,Antoinette,Meunier,46.0,Non-binaire,Bisexuel(le),Autre|Français,Photographie|Musique,Portrait|Rap,Sexe|Autre,Autre,Drôle,2024-12-27T15:34:44.201276
43a45930-c894-40b8-bed9-8f5e867df78a,Andrée,Dijoux,25.0,Préfère ne pas dire,Hétérosexuel(le),Autre|Français|Anglais,Cuisine,Pâtisserie,Religion|Argent,Autre,Extraverti(e),2025-02-07T15:34:44.201296
d956a6ba-b18a-40fb-b70a-985041cd1541,Joseph,Guillot,49.0,Préfère ne pas dire,Asexuel(le),Autre|Italien,Podcasts|Voyage|Sciences,,,Introverti(e),,2025-07-15T15:34:44.201318
edea905f-9e51-40a6-b378-6a2a68bed6a7,Adrienne,Moreau,35.0,Homme,Autre,Autre,Cuisine|Voyage|Jeux vidéo,,Sexe|Politique,Extraverti(e),Extraverti(e),2025-04-28T15:34:44.201339
0a47b9f7-52f9-4edf-b4f3-476910b88495,Guy,Rodriguez,61.0,Non-binaire,Bisexuel(le),Autre|Espagnol,Cuisine|Arts & culture|Lecture,Pâtisserie|Cinéma|Manga,Politique,Autre,Autre,2025-09-26T15:34:44.201361
41288811-2b12-4cb4-b123-701f26fa266f,Isabelle,Rodrigues,22.0,Femme,Bisexuel(le),Italien|Français|Anglais,Technologie,IA,Autre|Argent,,Autre,2025-05-27T15:34:44.201381
74279ce8-5c51-4c44-919f-dcfdd1bb8ee2,Laurent,Raynaud,50.0,Non-binaire,Homosexuel(le),,Podcasts,Tech,Autre,Introverti(e),Drôle,2025-10-17T15:34:44.201406
332b6b88-b748-4873-aa4d-0942c72337bc,Bernard,Martel,45.0,,Asexuel(le),Anglais|Allemand,Musique|Arts & culture,Rock|Théâtre,Autre,,Introverti(e),2025-07-18T15:34:44.201427
82e31016-3ae6-4196-b027-10972086c22e,Michel,Joubert,68.0,Femme,Asexuel(le),Français|Italien,Entrepreneuriat|Sciences|Lecture,Data science|Chimie|BD,Sexe,Extraverti(e),Autre,2025-03-07T15:34:44.201448
274d4598-fd8c-4b5e-85c9-f1c9a32761f4,Gabrielle,Pages,16.0,Homme,Autre,Autre|Anglais,Lecture,Roman,Sexe|Religion,Extraverti(e),Introverti(e),2024-11-02T15:34:44.201471
d23f4e8a-e0c7-4741-9971-ef16627cc180,Manon,Royer,30.0,Préfère ne pas dire,Pansexuel(le),Italien,Photographie|Voyage|Podcasts,,,Autre,Sérieux(se),2025-01-25T15:34:44.201493
7f802d2e-bdc7-49a0-8e2d-f8ced9e7df44,Tristan,Leduc,19.0,,Asexuel(le),Allemand,Sciences|Jeux vidéo|Voyage,,Autre,,Sérieux(se),2025-02-02T15:34:44.201515
ef5cf47f-9170-4a47-9372-01e779ce3653,Mathilde,Breton,42.0,Femme,Asexuel(le),Allemand,Lecture|Musique,Roman|Pop,,Autre,Sérieux(se),2025-09-28T15:34:44.201536
1cddf99e-145b-4e6c-841b-49b13ea3bad7,Adrien,Grenier,46.0,Non-binaire,Bisexuel(le),,Jeux vidéo|Lecture|Podcasts,,Argent|Politique,Calme,Peu importe,2025-08-22T15:34:44.201558
49beeca5-1c0a-4881-9f2d-eeb96793c023,Marc,Pages,62.0,Préfère ne pas dire,Préfère ne pas dire,,Musique,Pop,Santé|Argent,Autre,Autre,2025-02-28T15:34:44.201578
1c8a160d-e285-4184-89cc-771a016922d2,Patricia,Bonnin,67.0,Femme,Asexuel(le),Anglais,Entrepreneuriat,Startup,Argent,Drôle,Autre,2025-09-29T15:34:44.201599
5b9336ca-1cb7-4c30-b03b-de73b78f9a8c,Agnès,Breton,24.0,,Bisexuel(le),,Photographie|Voyage|Jeux vidéo,Paysage|Road trip|RPG,Autre,Autre,Extraverti(e),2025-05-21T15:34:44.201620
