user_id,first_name,last_name,age,gender,sexual_orientation,languages_spoken,interests_main,interests_sub,topics_to_avoid,created_at
616ce897-d49b-4eeb-8d1d-8551d7f437fe,Emmanuelle,Nicolas,30,Femme,Hétéro,Français|Italien,Sport,Sport:Escalade,Aucun,2025-08-15T14:09:11.488345
0c70b92e-880f-42eb-b85f-7906de18a3b4,Gilbert,Vaillant,28,Femme,Hétéro,Allemand|Espagnol|Autre,Jeux vidéo|Lecture,Jeux vidéo:Action|Lecture:Romans,Actualité sensible|Politique,2025-06-16T14:09:11.488393
1fe20014-dae1-4b88-88d8-e017620447f2,Éléonore,Dias,33,Préfère ne pas dire,Homo,Allemand,Musique|Lecture|Photographie,Musique:World|Lecture:Romans|Photographie:Portrait,Religion,2025-03-27T14:09:11.488442
bac07db1-2a93-4aa8-aca6-6767a9721cf7,Gabrielle,Gilles,40,Femme,Pan,Allemand|Espagnol,Podcasts|Photographie,Podcasts:Tech|Photographie:Paysage,Actualité sensible,2025-07-02T14:09:11.488493
123bfca0-e52e-4015-b2a7-27fb2b7dcc42,Monique,Mary,53,Préfère ne pas dire,Préfère ne pas dire,Anglais|Français|Italien,Musique,Musique:Jazz/Blues,Religion,2025-03-29T14:09:11.488539
5f72b3d2-2ca4-4b56-87af-81cb72fbf48d,Pauline,Gosselin,55,Femme,Pan,Italien|Autre|Espagnol,Entrepreneuriat|Sciences,Entrepreneuriat:Marketing|Sciences:Physique,Vie privée|Religion,2024-11-12T14:09:11.488583
f80779d8-054f-4145-8fd8-6fec70256139,Amélie,Marie,45,Femme,Hétéro,Anglais|Italien|Espagnol,Cuisine,Cuisine:Gastronomie FR,Actualité sensible,2025-05-29T14:09:11.488627
bd813397-eea1-4cc4-90d9-e0c580ca2924,Marguerite,Bousquet,58,Non-binaire,Hétéro,Espagnol,Musique,Musique:Classique,Actualité sensible,2025-05-30T14:09:11.488669
8eda1142-38f3-47fa-b887-3c4f3d0b376b,Thomas,Guibert,47,Non-binaire,Hétéro,Autre,Sport|Lecture,Sport:Football|Lecture:Développement personnel,Actualité sensible,2025-07-31T14:09:11.488712
5d85461b-e91b-4e62-aa25-c99ddd3a0cf0,Stéphanie,Grondin,20,Homme,Préfère ne pas dire,Espagnol,Photographie|Technologie|Voyage,Photographie:Paysage|Technologie:Programmation|Voyage:Nature,Politique|Actualité sensible,2025-07-06T14:09:11.488767
4e25dced-f5db-43b9-bba7-bd4fa61aadc9,Clémence,Fernandez,55,Homme,Homo,Anglais,Lecture|Technologie,Lecture:Développement personnel|Technologie:Cybersécurité,Actualité sensible,2025-08-01T14:09:11.488814
3778de79-fe58-4272-aab6-71ac20202295,Michèle,Mathieu,30,Homme,Pan,Espagnol|Anglais,Lecture,Lecture:Essais,Actualité sensible|Aucun,2025-09-16T14:09:11.488862
811a53ad-5390-46c1-9611-688d93355577,Matthieu,Fernandes,59,Non-binaire,Hétéro,Espagnol,Arts & culture,Arts & culture:Arts visuels,Politique,2024-12-20T14:09:11.488929
06bcce16-5796-432d-acc8-265a3647c2bf,Margot,Leroy,23,Préfère ne pas dire,Préfère ne pas dire,Espagnol,Podcasts,Podcasts:Tech,Aucun,2025-01-19T14:09:11.488996
33df16d8-1229-4212-9251-223e320e0b42,Richard,Martel,58,Non-binaire,Préfère ne pas dire,Autre|Français,Sport|Photographie|Podcasts,Sport:Randonnée|Photographie:Urbain|Podcasts:Tech,Aucun|Religion,2025-07-15T14:09:11.489049
e60d0d9a-1857-4844-8a4d-82344e0cb2cf,Pauline,Marchal,35,Préfère ne pas dire,Préfère ne pas dire,Espagnol,Entrepreneuriat|Voyage,Entrepreneuriat:Marketing|Voyage:Culture & musées,Vie privée|Religion,2025-02-02T14:09:11.489096
b7bb8f9d-7e27-4e60-8662-65a9df312b71,Zacharie,Imbert,58,Non-binaire,Hétéro,Autre,Entrepreneuriat|Podcasts,Entrepreneuriat:Investissement|Podcasts:Actualité,Religion,2025-02-20T14:09:11.489140
ebdf3e7c-2b99-4bf7-afb2-9b170e8ac58f,Audrey,Pages,28,Préfère ne pas dire,Pan,Anglais|Autre,Podcasts|Lecture|Musique,Podcasts:Tech|Lecture:Essais|Musique:Rock,Politique|Religion,2025-08-20T14:09:11.489187
9a78be7f-40c1-48af-9ba0-1d5575063a21,Thibault,Noël,36,Préfère ne pas dire,Préfère ne pas dire,Italien|Allemand|Autre,Podcasts,Podcasts:Tech,Actualité sensible|Religion,2024-11-29T14:09:11.489231
56fe9238-6284-44c6-bf1a-2cb82490d7a7,Vincent,Mathieu,20,Non-binaire,Homo,Espagnol|Autre,Musique|Technologie|Sciences,Musique:Rock|Technologie:Cybersécurité|Sciences:Physique,Politique,2025-03-23T14:09:11.489283
84d25ee8-8f28-44ff-af98-e1092cefd547,Alex,Laporte,69,Préfère ne pas dire,Pan,Autre|Français|Allemand,Lecture|Cuisine,Lecture:Développement personnel|Cuisine:Pâtisserie,Aucun|Religion,2025-02-14T14:09:11.489329
5efeda04-0be5-4cb7-a745-2d0cba54a900,Denis,Nicolas,37,Préfère ne pas dire,Homo,Anglais|Italien,Lecture|Voyage|Arts & culture,Lecture:Romans|Voyage:Road trip|Arts & culture:Histoire,Vie privée,2025-07-20T14:09:11.489373
9c5287d4-ee5c-42d8-a78c-50b4db1e8669,Adrien,Barthelemy,36,Non-binaire,Pan,Allemand|Espagnol,Jeux vidéo,Jeux vidéo:Action,Actualité sensible,2025-06-29T14:09:11.489419
8bd2e2ff-9f00-4bbf-b5e7-b5d350b46e07,Arthur,Lebrun,69,Femme,Préfère ne pas dire,Anglais,Jeux vidéo,Jeux vidéo:Action,Vie privée,2024-10-28T14:09:11.489459
d4c89158-57f8-469f-8d34-9864f4bedb85,Pierre,Goncalves,63,Femme,Homo,Français|Italien,Sport,Sport:Randonnée,Religion|Politique,2024-12-22T14:09:11.489507
1fa988d5-d31e-4733-9db4-0e89950361c7,Étienne,Godard,67,Femme,Préfère ne pas dire,Espagnol,Voyage|Sciences|Cuisine,Voyage:Road trip|Sciences:Santé|Cuisine:Gastronomie FR,Vie privée|Politique,2025-03-14T14:09:11.489552
994fecc1-d0bb-4020-82a4-d1e8ca455b45,Charles,Hervé,62,Non-binaire,Préfère ne pas dire,Allemand|Autre|Italien,Arts & culture|Sport|Cuisine,Arts & culture:Théâtre|Sport:Basket|Cuisine:Végétarien/vegan,Religion|Vie privée,2025-01-03T14:09:11.489598
85e44b31-dd37-48cc-997f-cde9b2d2ee80,Gilbert,Foucher,70,Non-binaire,Homo,Anglais|Espagnol,Cuisine|Sport,Cuisine:Végétarien/vegan|Sport:Ski,Aucun,2025-07-16T14:09:11.489640
fc660f36-f2d3-461f-afc3-b99f077ebd8e,Jérôme,Gallet,60,Préfère ne pas dire,Pan,Français|Autre,Entrepreneuriat|Voyage,Entrepreneuriat:Investissement|Voyage:Nature,Vie privée|Actualité sensible,2025-03-18T14:09:11.489683
c6243fac-4633-4a88-8d8b-b690a37fe645,Claudine,Martinez,35,Non-binaire,Homo,Autre,Cuisine,Cuisine:Gastronomie FR,Religion,2025-07-03T14:09:11.489723
9087b934-1648-4609-8be5-72653890273d,William,Faure,34,Femme,Homo,Anglais|Espagnol,Sport,Sport:Football,Actualité sensible,2025-09-28T14:09:11.489763
93a97123-b305-4ab2-9e7d-a02043d0f506,Virginie,Fouquet,16,Non-binaire,Pan,Allemand|Espagnol,Lecture,Lecture:Développement personnel,Politique|Aucun,2025-03-30T14:09:11.489804
94447633-0ab2-438a-988a-02860ccd04be,Margaud,Chevallier,35,Femme,Homo,Italien,Arts & culture|Podcasts,Arts & culture:Théâtre|Podcasts:Culture,Vie privée|Aucun,2025-05-22T14:09:11.489845
f763b218-2fb1-4156-a9cd-fceffcc2a299,Geneviève,Gautier,19,Femme,Homo,Anglais|Espagnol|Français,Entrepreneuriat,Entrepreneuriat:Investissement,Religion,2025-10-20T14:09:11.489927
a627bf90-2769-48d1-9e0c-83519d5e87ca,Pierre,Pichon,34,Non-binaire,Pan,Autre,Sport,Sport:Running,Politique|Religion,2024-11-24T14:09:11.489997
f9a8f850-0f11-42fc-a51a-78d7c1938b4c,Arnaude,Mary,26,Non-binaire,Préfère ne pas dire,Italien|Espagnol|Allemand,Jeux vidéo,Jeux vidéo:RPG,Actualité sensible|Vie privée,2025-03-11T14:09:11.490044
638200bd-72b2-446f-b1d1-c6707e98d28a,Thibault,Payet,32,Femme,Hétéro,Autre,Arts & culture|Lecture|Sport,Arts & culture:Cinéma|Lecture:Essais|Sport:Escalade,Actualité sensible|Religion,2024-12-26T14:09:11.490132
e1d6bece-616f-4c16-b1fb-2fe6719593dd,Nathalie,Lecoq,42,Non-binaire,Bi,Français|Anglais|Espagnol,Podcasts|Jeux vidéo,Podcasts:Développement perso|Jeux vidéo:Casual,Vie privée,2025-09-06T14:09:11.490185
99ad5096-ed3d-4e08-9b0a-12e5652531ac,Margaux,Schneider,68,Femme,Préfère ne pas dire,Allemand|Français,Photographie,Photographie:Urbain,Vie privée|Politique,2025-07-09T14:09:11.490230
a2efae5b-a07b-4084-9828-fb4d867f064e,Margaux,Pasquier,23,Femme,Préfère ne pas dire,Autre,Sport,Sport:Ski,Aucun,2025-03-27T14:09:11.490271
232e01f9-56ca-40b8-960f-6d687e8d0124,Sébastien,Riou,47,Non-binaire,Préfère ne pas dire,Espagnol|Allemand|Italien,Entrepreneuriat|Jeux vidéo,Entrepreneuriat:Investissement|Jeux vidéo:Casual,Aucun,2025-02-03T14:09:11.490325
569d8634-8faa-4d6a-b3da-e355556c8aec,Thérèse,Techer,37,Non-binaire,Hétéro,Autre|Espagnol,Arts & culture|Sciences|Jeux vidéo,Arts & culture:Théâtre|Sciences:Sciences sociales|Jeux vidéo:Retro,Actualité sensible|Aucun,2025-01-12T14:09:11.490373
4fb9b860-2e9f-4165-9d75-f03cbaab86a6,Grégoire,Hamon,60,Homme,Préfère ne pas dire,Anglais|Allemand,Cuisine,Cuisine:Pâtisserie,Vie privée|Religion,2025-02-10T14:09:11.490420
d0601259-d231-4cee-ab64-7eba05b08a67,Laurence,Renard,22,Préfère ne pas dire,Hétéro,Allemand|Français|Anglais,Sciences|Technologie,Sciences:Biologie|Technologie:Cybersécurité,Actualité sensible|Vie privée,2024-11-23T14:09:11.490472
7f570d5a-6ea0-4990-bd6d-b0850062b99b,Raymond,Loiseau,56,Préfère ne pas dire,Préfère ne pas dire,Italien,Entrepreneuriat,Entrepreneuriat:Marketing,Politique,2025-03-13T14:09:11.490519
86256114-8c91-4cb0-a75c-409fdb656d95,Pierre,Gonzalez,17,Femme,Bi,Espagnol,Cuisine|Voyage,Cuisine:Cuisine du monde|Voyage:City trip,Aucun|Religion,2025-07-26T14:09:11.490565
83a38744-075a-4bd7-85f6-ecb57f9a3bce,Aimé,Blanc,53,Homme,Homo,Autre|Espagnol,Sport|Sciences,Sport:Football|Sciences:Sciences sociales,Aucun|Religion,2025-09-14T14:09:11.490615
87f5d6b3-91f7-4370-9429-06d353bc55d1,Laetitia,Moulin,60,Non-binaire,Pan,Anglais|Allemand,Musique|Entrepreneuriat,Musique:Électro|Entrepreneuriat:Marketing,Actualité sensible|Politique,2024-11-18T14:09:11.490660
893567d2-06c9-4658-8737-87b4e1ddef86,Agathe,Sauvage,63,Préfère ne pas dire,Bi,Italien,Entrepreneuriat|Sciences,Entrepreneuriat:Investissement|Sciences:Santé,Politique,2024-12-04T14:09:11.490704
6375af2a-33bb-46d6-bff7-93011842ab9d,Olivier,Descamps,39,Homme,Hétéro,Espagnol|Allemand,Entrepreneuriat,Entrepreneuriat:Investissement,Aucun|Actualité sensible,2025-07-29T14:09:11.490747
268350ac-ec4a-4cb2-a2ef-2639f596c4b2,Laurence,Bourgeois,45,Femme,Homo,Autre,Sciences|Voyage|Photographie,Sciences:Santé|Voyage:Road trip|Photographie:Édition,Actualité sensible,2025-01-20T14:09:11.490790
fb1f2743-fcd7-46e4-9bac-23ef2ec1f322,Denise,Leclercq,unknown,Non-binaire,Hétéro,Anglais|Allemand|Français,Photographie|Cuisine|Arts & culture,8072,Vie privée|Politique,2025-08-11T14:09:11.490834
620b8a76-14de-4783-b417-076e77dac0e8,Emmanuel,Fontaine,58,Préfère ne pas dire,Préfère ne pas dire,Autre|Anglais|Allemand,Musique|Jeux vidéo|Arts & culture,Musique:Électro|Jeux vidéo:RPG|Arts & culture:Cinéma,Religion|Vie privée,2025-03-08T14:09:11.490885
1a5d4ff4-6059-432c-9fd0-e68a5b3de248,Émilie,Boutin,57,Non-binaire,Hétéro,Espagnol|Anglais,Jeux vidéo,Jeux vidéo:Action,Aucun,2025-10-11T14:09:11.490965
365e1d2d-e087-46d8-8cf4-6bf60f2917e7,Michèle,Lefort,29,Femme,Préfère ne pas dire,Italien,Entrepreneuriat,Entrepreneuriat:Marketing,Aucun,2025-10-20T14:09:11.491021
582b05f7-5218-40a9-a2e4-f4a40b2fd447,Aimée,Guilbert,67,Homme,Hétéro,Français|Anglais|Autre,Entrepreneuriat|Arts & culture,Entrepreneuriat:Marketing|Arts & culture:Cinéma,Actualité sensible,2025-09-25T14:09:11.491067
365f0d8a-82da-4bb7-9851-003f331571a0,Andrée,Blanchet,46,Préfère ne pas dire,Bi,Italien|Français|Allemand,Entrepreneuriat|Arts & culture|Lecture,Entrepreneuriat:Marketing|Arts & culture:Histoire|Lecture:Romans,Vie privée,2025-03-30T14:09:11.491113
94c48826-ff1b-4565-b537-5054ab2e322c,Madeleine,Costa,21,Non-binaire,Préfère ne pas dire,Français,Sport,Sport:Ski,Vie privée|Actualité sensible,2025-03-03T14:09:11.491156
8f732569-35cf-4c70-978e-b6db87c8a308,Pauline,Lucas,62,Homme,Pan,Anglais|Allemand,Jeux vidéo|Voyage,Jeux vidéo:Casual|Voyage:Road trip,Vie privée|Actualité sensible,2024-11-15T14:09:11.491211
70207386-fbfa-44a3-808c-67c08003162a,Robert,Costa,69,Femme,Hétéro,Français|Espagnol,Photographie,Photographie:Portrait,Politique|Vie privée,2025-04-23T14:09:11.491256
6f72a10f-67b8-4285-85d8-80cf5d536048,Mathilde,Lagarde,35,Non-binaire,Hétéro,Italien|Anglais|Autre,Jeux vidéo|Entrepreneuriat|Musique,Jeux vidéo:RPG|Entrepreneuriat:Marketing|Musique:Pop,Aucun|Religion,2025-03-16T14:09:11.491301
1322f080-5e85-446f-97d6-fec8b1e01f99,Adrien,Hamel,27,Non-binaire,Bi,Espagnol|Français,Technologie,Technologie:Innovation,Politique|Religion,2024-12-01T14:09:11.491344
fd53b7f8-b6f4-44ca-9aca-801bd107dc36,Aurélie,Gimenez,42,Préfère ne pas dire,Bi,Espagnol,Podcasts|Cuisine,Podcasts:Culture|Cuisine:Gastronomie FR,Religion,2025-08-02T14:09:11.491386
57aa47ed-abd7-4398-942f-c3a78201dae0,Adélaïde,David,58,Préfère ne pas dire,Pan,Allemand|Autre|Espagnol,Photographie,Photographie:Portrait,Vie privée|Politique,2025-05-29T14:09:11.491428
e5a94b81-38df-4b56-ba6c-e2a5f916cec6,Brigitte,Masse,30,Préfère ne pas dire,Préfère ne pas dire,Français,Sport,Sport:Running,Actualité sensible,2025-05-26T14:09:11.491473
96483201-98cb-48f7-8189-fcad9f78f858,Adélaïde,Jacques,24,Préfère ne pas dire,Préfère ne pas dire,Anglais|Italien|Espagnol,Voyage,Voyage:Road trip,Politique|Vie privée,2025-09-12T14:09:11.491517
89744ffa-79ac-40e7-a91b-2698890819a9,Rémy,Merle,34,Femme,Pan,Espagnol,Arts & culture,Arts & culture:Histoire,Politique|Vie privée,2025-08-28T14:09:11.491559
c9d3fa43-74f2-48c6-8fd0-8c089501886b,Matthieu,Millet,35,Non-binaire,Homo,Anglais|Français,Sciences|Musique|Photographie,Sciences:Physique|Musique:World|Photographie:Urbain,Religion|Aucun,2025-08-30T14:09:11.491604
5e0152f6-4e0b-456e-9c4c-b3451afe6b7d,Adrienne,Marchal,64,Femme,Homo,Allemand|Autre|Italien,Arts & culture|Sciences|Podcasts,Arts & culture:Arts visuels|Sciences:Santé|Podcasts:True crime,Politique|Vie privée,2025-03-09T14:09:11.491649
9ca31e1f-639a-409f-8249-60fa5012c278,Théodore,Andre,48,Femme,Bi,Allemand|Français,Cuisine,Cuisine:Végétarien/vegan,Politique,2024-12-11T14:09:11.491690
3397f69d-8172-40d5-a1c1-5419696aa12b,Jean,Vincent,66,Femme,Pan,Autre|Anglais|Espagnol,Jeux vidéo|Photographie|Technologie,Jeux vidéo:Action|Photographie:Édition|Technologie:Programmation,Politique|Religion,2025-10-01T14:09:11.491735
75c17ea0-e4a3-4a66-8924-229d1449bb46,Arnaude,Blondel,55,Homme,Bi,Espagnol|Allemand,Cuisine|Sciences,Cuisine:Gastronomie FR|Sciences:Santé,Actualité sensible,2025-09-03T14:09:11.491777
7870445c-a43f-4958-a0de-ecbb287e0a24,Augustin,Gay,25,Non-binaire,Hétéro,Autre|Anglais|Espagnol,Sciences|Podcasts,Sciences:Sciences sociales|Podcasts:True crime,Actualité sensible,2025-01-08T14:09:11.491821
0bb90c31-89b7-490c-91f9-6d2f25134a99,Valentine,Poirier,57,Préfère ne pas dire,Préfère ne pas dire,Français|Espagnol,Technologie|Entrepreneuriat,Technologie:Gadgets|Entrepreneuriat:Design produit,Religion,2025-08-12T14:09:11.491870
c94624ce-781c-4ed3-a39f-af639f2a6bf0,Marine,Guillaume,69,Femme,Bi,Anglais|Italien|Allemand,Technologie,Technologie:IA,Vie privée,2025-09-29T14:09:11.491913
4cbdfabb-0285-4bcf-ba91-85e3d20d2f36,Sabine,Roche,64,Préfère ne pas dire,Homo,Anglais|Espagnol|Allemand,Cuisine,Cuisine:Pâtisserie,Actualité sensible|Vie privée,2025-02-06T14:09:11.491960
b6574bc0-6232-4389-8217-ea290b4c8920,Lucie,Bailly,32,Femme,Pan,Italien|Français,Photographie|Musique|Sport,Photographie:Portrait|Musique:World|Sport:Rugby,Vie privée|Religion,2025-03-12T14:09:11.492005
c4e79d0a-ce09-4759-9201-f8538caf021f,Adrien,Berthelot,42,Femme,Pan,Espagnol|Anglais|Allemand,Cuisine,Cuisine:Cuisine du monde,Actualité sensible,2025-09-01T14:09:11.492046
cbd1a441-4149-4b72-83b4-81d32705059a,Hugues,Fontaine,34,Préfère ne pas dire,Homo,Allemand|Autre|Français,Lecture,Lecture:Développement personnel,Religion,2025-01-14T14:09:11.492087
b481ee38-8e68-46df-a570-0ad210bd8014,Margaud,Lucas,35,Femme,Hétéro,Allemand,Arts & culture|Jeux vidéo|Musique,Arts & culture:Cinéma|Jeux vidéo:Casual|Musique:Jazz/Blues,Aucun,2024-12-31T14:09:11.492129
3ade56c4-b4c5-415e-9a7b-8de4e1f04688,Anastasie,Diaz,55,Non-binaire,Homo,Allemand|Anglais|Français,Cuisine|Musique|Photographie,Cuisine:Gastronomie FR|Musique:Électro|Photographie:Édition,Vie privée,2025-04-13T14:09:11.492172
801b874e-655c-4a95-95d3-96c6ab369997,Amélie,Renault,31,Femme,Préfère ne pas dire,Espagnol|Anglais|Français,Photographie|Cuisine,Photographie:Paysage|Cuisine:Pâtisserie,Religion|Aucun,2025-09-19T14:09:11.492215
9f42a8af-e7ed-40fd-9e0e-bd04373981e9,Jean,Salmon,18,Homme,Hétéro,Espagnol|Italien,Photographie|Jeux vidéo,Photographie:Urbain|Jeux vidéo:Action,Actualité sensible,2025-04-22T14:09:11.492258
e1cbc2d0-2de5-46b4-bad4-b854ade68041,Michelle,Collet,67,Non-binaire,Pan,Autre|Allemand,Cuisine|Technologie,Cuisine:Pâtisserie|Technologie:Cybersécurité,Aucun|Actualité sensible,2025-09-09T14:09:11.492301
e3794c52-67cd-4e5c-b12c-58973378665f,Denis,Guichard,50,Non-binaire,Bi,Français,Sciences|Sport,Sciences:Santé|Sport:Escalade,Religion|Vie privée,2025-04-25T14:09:11.492341
e729b6e7-856e-417a-920e-4765d57216ae,Madeleine,Richard,56,Femme,Hétéro,Autre|Allemand|Espagnol,Podcasts|Sciences|Technologie,Podcasts:Actualité|Sciences:Physique|Technologie:Innovation,Politique|Religion,2025-09-17T14:09:11.492385
f1b35e59-c12c-4546-85db-18b008909028,Marie,Boucher,18,Homme,Pan,Espagnol|Allemand,Arts & culture,Arts & culture:Théâtre,Vie privée|Actualité sensible,2024-11-23T14:09:11.492429
38ecd322-c195-4362-80c3-e8e824cc9b4b,Nicole,Raymond,49,Préfère ne pas dire,Préfère ne pas dire,Espagnol,Podcasts|Jeux vidéo,Podcasts:True crime|Jeux vidéo:Retro,Vie privée|Religion,2025-08-20T14:09:11.492472
896378ee-8f92-4074-bcc2-4729b6fe1603,Suzanne,Devaux,21,Non-binaire,Bi,Français|Italien|Espagnol,Technologie|Sciences,Technologie:IA|Sciences:Santé,Politique,2025-07-11T14:09:11.492538
926f0b1f-42d7-4d53-8e80-5c1673c2ef3f,Antoinette,Raymond,51,Non-binaire,Pan,Anglais|Italien|Français,Sport,Sport:Randonnée,Aucun|Vie privée,2025-03-26T14:09:11.492579
71673dad-f16e-49b4-9d35-b6049b6e4825,Zoé,Marie,44,Préfère ne pas dire,Préfère ne pas dire,Anglais|Italien,Arts & culture|Technologie|Sciences,Arts & culture:Histoire|Technologie:Innovation|Sciences:Biologie,Aucun,2025-08-04T14:09:11.492619
e64a6da1-cf4f-4659-9e24-02f50555c5ae,Margot,Ribeiro,49,Non-binaire,Hétéro,Anglais|Italien,Technologie|Sciences,Technologie:Gadgets|Sciences:Biologie,Aucun,2024-12-28T14:09:11.492663
d176c3e1-df4d-4823-a9ae-844aa420b680,Dorothée,Lefebvre,21,Femme,Préfère ne pas dire,Autre|Anglais,Voyage|Arts & culture|Lecture,Voyage:Culture & musées|Arts & culture:Arts visuels|Lecture:Développement personnel,Religion|Vie privée,2025-05-22T14:09:11.492707
3064a595-808c-46b0-9c37-14aacce872f0,André,Dufour,46,Préfère ne pas dire,Homo,Italien|Anglais,Podcasts|Cuisine,Podcasts:Développement perso|Cuisine:Pâtisserie,Actualité sensible,2025-01-31T14:09:11.492773
3989e183-8159-4411-b694-661f8e02d3f6,Bernard,Le Gall,33,Préfère ne pas dire,Homo,Français,Sport,Sport:Randonnée,Religion|Aucun,2025-05-07T14:09:11.492843
653e1f5d-311f-410b-9ca4-ad5a34b5772a,Daniel,Vidal,48,Préfère ne pas dire,Pan,Allemand|Français,Voyage,Voyage:Culture & musées,Religion,2024-12-27T14:09:11.492887
0e87519d-be15-4594-8170-e65e5a65b52e,William,Lacombe,69,Préfère ne pas dire,Bi,Français|Autre|Allemand,Sport,Sport:Yoga,Actualité sensible|Politique,2025-03-30T14:09:11.492929
730f1af0-7c58-40ce-bce8-9e9d48b48c2a,Élisabeth,Regnier,20,Préfère ne pas dire,Préfère ne pas dire,Italien|Espagnol,Sciences|Arts & culture|Musique,Sciences:Physique|Arts & culture:Cinéma|Musique:Électro,Actualité sensible|Aucun,2025-08-09T14:09:11.492972
75b4d3e1-4e8c-406f-b503-ff46a45b13b9,Lucie,Antoine,18,Homme,Bi,Italien|Allemand,Arts & culture,Arts & culture:Théâtre,Aucun|Actualité sensible,2025-07-30T14:09:11.493034
60f22bef-9a4d-4cce-9a3e-90851bebc3f8,Édith,Diaz,69,Préfère ne pas dire,Préfère ne pas dire,Allemand|Français,Cuisine|Sciences,Cuisine:Gastronomie FR|Sciences:Sciences sociales,Politique|Vie privée,2025-06-08T14:09:11.493079
73bb2711-95c3-427d-a793-f95368dc9558,Dorothée,Guillaume,26,Préfère ne pas dire,Homo,Anglais|Français|Italien,Lecture,Lecture:BD/Mangas,Vie privée|Religion,2025-03-24T14:09:11.493120
0b442e7b-520e-46e5-b876-2e49347e7de4,Victor,Navarro,70,Femme,Homo,Anglais|Italien|Espagnol,Jeux vidéo|Photographie|Voyage,Jeux vidéo:RPG|Photographie:Paysage|Voyage:Culture & musées,Aucun|Actualité sensible,2024-11-09T14:09:11.493163
754d9dda-97b8-43f8-b120-d6382de7525a,Théodore,Gimenez,31,Non-binaire,Préfère ne pas dire,Anglais|Espagnol,Podcasts|Entrepreneuriat,Podcasts:Tech|Entrepreneuriat:Marketing,Actualité sensible|Aucun,2025-05-27T14:09:11.493206
206be9dc-1ca1-4c5e-82f8-175f53a751da,Margaud,Auger,34,Femme,Bi,Français|Espagnol|Allemand,Sport|Jeux vidéo|Entrepreneuriat,Sport:Running|Jeux vidéo:Retro|Entrepreneuriat:Marketing,Religion|Politique,2024-12-10T14:09:11.493248
46e626dc-8264-4226-8623-4d27f8680a4d,Virginie,Thomas,30,Homme,Hétéro,Allemand,Podcasts|Jeux vidéo,Podcasts:Actualité|Jeux vidéo:FPS,Aucun,2025-08-02T14:09:11.493288
b22de332-c6fb-4fcb-99a1-d55bdfff9e69,Juliette,Laroche,36,Non-binaire,Hétéro,Autre,Entrepreneuriat|Photographie|Lecture,Entrepreneuriat:Investissement|Photographie:Édition|Lecture:Essais,Vie privée,2025-02-10T14:09:11.493330
