user_id,first_name,last_name,travel_reason,expectations_from_neighbor,interests_main,interests_sub,conversation_trigger,preferred_personality,self_personality,topics_to_avoid,languages_spoken,openness_score,age,gender,sexual_orientation,created_at
961df52a-d5d2-4d27-bc78-15867b4d0e6b,Thibault,Dias,Autre,Rester tranquille,Voyage|Entrepreneuriat,Voyage:Road trip|Entrepreneuriat:Création,Jamais,Sérieux(se),Drôle,Vie privée|Politique,Autre|Français|Italien,4,62,Non-binaire,Hétéro,2025-05-26T13:00:09.426240
f8bbf824-917f-43ee-b395-c4e686e7191e,Jeannine,Gérard,Autre,Rester tranquille,Technologie|Sport,Technologie:Cybersécurité|Sport:Running,Il/elle partage mes centres d’intérêt,Drôle,Peu importe,Politique,Italien|Français|Autre,2,26,Préfère ne pas dire,Pan,2025-01-27T13:00:09.426287
551b8ecb-20ee-433b-81ed-7dad068c6af7,Nathalie,Martinez,Autre,Discussion sympa,Voyage,Voyage:Road trip,Jamais,Sérieux(se),Peu importe,Actualité sensible|Vie privée,Autre|Italien|Allemand,2,28,Non-binaire,Homo,2025-09-01T13:00:09.426334
893751f7-47bd-4487-9022-757f1800e1be,Victor,Leroy,Travail/études,Échanger sur un sujet commun,Lecture,Lecture:BD/Mangas,Ça dépend,Peu importe,Calme,Politique,Français|Anglais|Autre,5,20,Homme,Pan,2025-07-31T13:00:09.426387
44a16392-26a8-4c14-b22d-beafb67ab50e,Auguste,Dias,Loisirs/vacances,Autre,Lecture|Arts & culture|Musique,Lecture:BD/Mangas|Arts & culture:Arts visuels|Musique:Rap/Hip-hop,La conversation est légère,Autre,Autre,Religion|Actualité sensible,Anglais|Espagnol,4,36,Femme,Hétéro,2025-02-08T13:00:09.426430
534c766f-6ce5-48cb-ae55-58a17b5dcd2a,Hortense,Bonneau,Travail/études,Discussion sympa,Entrepreneuriat|Photographie|Sport,Entrepreneuriat:Investissement|Photographie:Urbain|Sport:Basket,La conversation est légère,Sérieux(se),Sérieux(se),Vie privée,Autre|Espagnol|Français,5,35,Femme,Homo,2025-05-18T13:00:09.426470
b4188241-275a-4f60-b00c-c5b04759c5e7,Geneviève,Petit,Travail/études,Autre,Sport,Sport:Cyclisme,Ça dépend,Extraverti(e),Autre,Religion|Actualité sensible,Allemand|Espagnol|Français,0,56,Préfère ne pas dire,Bi,2025-09-08T13:00:09.426510
ee843a22-41ee-4828-bd04-04cb61d8b167,Léon,Duhamel,Visite famille/amis,Rester tranquille,Jeux vidéo|Photographie|Voyage,Jeux vidéo:Retro|Photographie:Portrait|Voyage:Road trip,Il/elle partage mes centres d’intérêt,Autre,Extraverti(e),Actualité sensible,Italien|Anglais|Allemand,2,18,Non-binaire,Bi,2025-09-10T13:00:09.426581
997c68d5-e272-41bc-b37d-eb846154d4ca,Bernard,Allard,Loisirs/vacances,Rester tranquille,Musique|Cuisine|Photographie,Musique:World|Cuisine:Pâtisserie|Photographie:Paysage,La conversation est légère,Peu importe,Extraverti(e),Vie privée,Anglais,3,66,Préfère ne pas dire,Homo,2025-05-17T13:00:09.426632
a7e8420a-d17a-4e3f-89ad-8ddb4712c3e3,Anouk,Mercier,Travail/études,Réseautage pro,Jeux vidéo,Jeux vidéo:FPS,La conversation est légère,Peu importe,Drôle,Actualité sensible|Religion,Français,2,41,Non-binaire,Bi,2025-08-26T13:00:09.426669
4ceb37ef-4958-41f4-abe8-13514cc61a1a,Camille,Clerc,Visite famille/amis,Échanger sur un sujet commun,Photographie|Voyage|Podcasts,Photographie:Urbain|Voyage:Road trip|Podcasts:Actualité,Le trajet est long,Extraverti(e),Calme,Politique|Aucun,Allemand|Espagnol|Italien,4,54,Femme,Pan,2024-12-09T13:00:09.426720
751e808b-2eeb-4832-a3dc-a429135ab519,Édith,Colin,Travail/études,Réseautage pro,Photographie,Photographie:Paysage,Le trajet est long,Drôle,Introverti(e),Aucun|Actualité sensible,Français|Espagnol|Italien,4,36,Préfère ne pas dire,Bi,2024-12-21T13:00:09.426779
670995b7-7069-426f-8578-a61be7d04750,Marguerite,Allain,Autre,Réseautage pro,Podcasts|Technologie|Arts & culture,Podcasts:Culture|Technologie:Gadgets|Arts & culture:Histoire,Ça dépend,Peu importe,Introverti(e),Actualité sensible|Religion,Italien|Autre,3,45,Préfère ne pas dire,Pan,2024-10-20T13:00:09.426843
2a007c76-ccba-41da-9d4e-06b1b8495d6e,Françoise,Dumont,Autre,Rester tranquille,Musique|Sport|Photographie,Musique:Classique|Sport:Yoga|Photographie:Portrait,La conversation est légère,Autre,Sérieux(se),Religion,Français,1,31,Préfère ne pas dire,Préfère ne pas dire,2025-08-24T13:00:09.426895
485917fd-c6b5-4f05-9258-9b890bf6ffe0,Noël,Guillou,Loisirs/vacances,Réseautage pro,Voyage|Entrepreneuriat,Voyage:City trip|Entrepreneuriat:Création,Il/elle partage mes centres d’intérêt,Peu importe,Drôle,Religion,Italien|Allemand|Français,5,31,Femme,Pan,2025-07-24T13:00:09.426952
be1b1563-593f-42eb-bf58-cc0d9f66d10a,Élisabeth,Boutin,Visite famille/amis,Réseautage pro,Podcasts|Photographie|Voyage,Podcasts:Culture|Photographie:Édition|Voyage:City trip,Jamais,Drôle,Sérieux(se),Actualité sensible,Allemand|Anglais|Espagnol,4,20,Non-binaire,Homo,2025-05-14T13:00:09.427014
c4f6865d-c70f-4a86-ba1e-828471a39ea0,Dominique,Leclercq,Travail/études,Rester tranquille,Entrepreneuriat,Entrepreneuriat:Design produit,La conversation est légère,Autre,Extraverti(e),Vie privée,Espagnol|Italien,4,42,Femme,Homo,2025-02-27T13:00:09.427065
5da8731c-0db9-4dd7-9abb-8620102d0429,Sébastien,Launay,Travail/études,Autre,Jeux vidéo|Lecture,Jeux vidéo:RPG|Lecture:Développement personnel,Jamais,Peu importe,Peu importe,Aucun|Religion,Anglais|Espagnol,4,47,Femme,Pan,2025-04-11T13:00:09.427117
a21c6dda-d501-464f-ada9-51d90a0d9017,David,Bruneau,Autre,Rester tranquille,Technologie|Arts & culture,Technologie:Innovation|Arts & culture:Cinéma,Jamais,Calme,Calme,Politique,Allemand|Anglais|Autre,2,19,Non-binaire,Pan,2025-04-16T13:00:09.427184
7acde0ef-72c5-4d3d-b341-1b651d64f7ad,Valentine,Bourgeois,Visite famille/amis,Échanger sur un sujet commun,Sport|Voyage,Sport:Cyclisme|Voyage:Road trip,Jamais,Introverti(e),Autre,Actualité sensible,Autre,1,65,Femme,Hétéro,2025-05-27T13:00:09.427232
35da9802-a1d0-4bb4-9417-3c7a805e9917,Patrick,Evrard,Travail/études,Autre,Entrepreneuriat,Entrepreneuriat:Investissement,Jamais,Autre,Introverti(e),Vie privée,Espagnol|Autre|Anglais,5,54,Femme,Homo,2025-04-24T13:00:09.427285
2bec700c-cbbc-400a-b5f4-4fc28bd64f3d,Marcel,Ruiz,Travail/études,Échanger sur un sujet commun,Sciences|Voyage|Podcasts,Sciences:Physique|Voyage:Road trip|Podcasts:Culture,La conversation est légère,Introverti(e),Autre,Aucun|Politique,Français|Espagnol|Allemand,3,20,Non-binaire,Hétéro,2025-02-27T13:00:09.427324
8192da5e-2cb2-4fad-bd79-eb4e04184814,Cécile,Auger,Travail/études,Réseautage pro,Sciences|Jeux vidéo,Sciences:Physique|Jeux vidéo:Casual,La conversation est légère,Autre,Calme,Aucun|Vie privée,Allemand|Italien,3,36,Homme,Hétéro,2025-05-11T13:00:09.427371
1d3fc56a-6ab6-458b-869c-f451db16bc7a,Jules,Diaz,Loisirs/vacances,Réseautage pro,Arts & culture|Sciences|Voyage,Arts & culture:Arts visuels|Sciences:Biologie|Voyage:Culture & musées,Le trajet est long,Extraverti(e),Drôle,Actualité sensible,Espagnol|Autre,5,60,Non-binaire,Préfère ne pas dire,2025-09-25T13:00:09.427426
8a52cbb4-474e-40d1-9715-3e3c01993487,Virginie,Lenoir,Loisirs/vacances,Discussion sympa,Podcasts,Podcasts:Tech,Jamais,Calme,Peu importe,Vie privée,Autre|Allemand|Italien,1,21,Non-binaire,Homo,2025-03-07T13:00:09.427477
04b5f4c2-d495-41db-88c9-3031d33a3f24,Célina,Marin,Visite famille/amis,Autre,Jeux vidéo|Photographie,Jeux vidéo:Retro|Photographie:Urbain,Jamais,Autre,Calme,Actualité sensible|Vie privée,Espagnol|Autre,2,23,Homme,Bi,2025-07-31T13:00:09.427513
9f902ec9-cef7-4250-abeb-7dc4f8edc1fa,Laurence,Laurent,Loisirs/vacances,Rester tranquille,Podcasts,Podcasts:Tech,Le trajet est long,Autre,Calme,Politique|Religion,Anglais|Espagnol,2,35,Femme,Préfère ne pas dire,2025-07-28T13:00:09.427556
8327788e-2a0d-44e9-9105-6ba810a8d631,Zoé,Lombard,Travail/études,Autre,Podcasts|Technologie,Podcasts:Tech|Technologie:Programmation,Il/elle partage mes centres d’intérêt,Calme,Sérieux(se),Vie privée|Aucun,Anglais|Français,3,46,Femme,Hétéro,2025-03-09T13:00:09.427595
f26a1bfe-6a0c-426d-b2b2-830e2a0209ea,Tristan,Bourdon,Travail/études,Rester tranquille,Arts & culture,Arts & culture:Arts visuels,Il/elle partage mes centres d’intérêt,Extraverti(e),Introverti(e),Aucun|Religion,Allemand|Autre|Italien,3,53,Préfère ne pas dire,Bi,2024-12-13T13:00:09.427630
c6a4507c-1252-4f94-a258-83c60fa29fdb,Édouard,Legendre,Travail/études,Rester tranquille,Entrepreneuriat|Sport|Musique,Entrepreneuriat:Investissement|Sport:Running|Musique:Rock,Ça dépend,Introverti(e),Extraverti(e),Vie privée,Autre|Italien,4,34,Femme,Homo,2025-05-06T13:00:09.427672
51a97ae6-4d21-4660-963e-3dc84e224f34,Benoît,Garcia,Autre,Discussion sympa,Entrepreneuriat|Sport|Arts & culture,Entrepreneuriat:Investissement|Sport:Randonnée|Arts & culture:Cinéma,Ça dépend,Extraverti(e),Autre,Actualité sensible,Français,1,26,Non-binaire,Préfère ne pas dire,2024-12-13T13:00:09.427708
37ad2d11-a752-4b50-adc3-dff94db683c1,Alexandre,Martel,Autre,Discussion sympa,Podcasts|Sport,Podcasts:Tech|Sport:Cyclisme,Ça dépend,Calme,Drôle,Politique|Aucun,Autre|Espagnol,5,32,Femme,Hétéro,2025-06-05T13:00:09.427750
68435dea-c9c7-4e2d-9b27-916763c36683,Laure,Hoarau,Travail/études,Échanger sur un sujet commun,Lecture|Technologie|Jeux vidéo,Lecture:BD/Mangas|Technologie:Gadgets|Jeux vidéo:FPS,Ça dépend,Drôle,Autre,Politique|Vie privée,Allemand|Espagnol,3,58,Femme,Homo,2025-04-15T13:00:09.427786
b16017d9-16bb-4adb-82bd-58b0e4aad278,Gabriel,Allain,Autre,Échanger sur un sujet commun,Voyage|Photographie|Lecture,Voyage:Culture & musées|Photographie:Portrait|Lecture:Développement personnel,Le trajet est long,Sérieux(se),Introverti(e),Aucun|Politique,Italien|Allemand|Autre,1,28,Non-binaire,Préfère ne pas dire,2025-01-18T13:00:09.427830
89bbf43f-0dc2-4fd4-9975-1a4cfb305723,Inès,Potier,Travail/études,Rester tranquille,Photographie|Technologie,Photographie:Urbain|Technologie:Cybersécurité,Jamais,Introverti(e),Introverti(e),Religion,Italien|Français,5,42,Femme,Homo,2025-08-03T13:00:09.427869
15a90a28-22ee-450d-9911-d056db8baf59,Gilles,Hernandez,Travail/études,Rester tranquille,Podcasts|Sport,Podcasts:Culture|Sport:Cyclisme,Jamais,Peu importe,Drôle,Religion|Vie privée,Anglais|Allemand|Autre,5,48,Homme,Hétéro,2025-05-12T13:00:09.427902
f88762aa-8259-4fe1-b77f-fa4bc61bfeff,Édith,Clément,TRV_584,Échanger sur un sujet commun,Sport|Lecture|Podcasts,Sport:Cyclisme|Lecture:BD/Mangas|Podcasts:True crime,Jamais,Calme,Drôle,Actualité sensible|Vie privée,Espagnol|Anglais,2,52,Préfère ne pas dire,Homo,2025-03-04T13:00:09.427935
ff15b683-4653-4f11-a366-c5a8f28c7381,Zacharie,Poulain,Autre,Réseautage pro,Sciences|Technologie|Jeux vidéo,Sciences:Biologie|Technologie:IA|Jeux vidéo:Retro,Ça dépend,Sérieux(se),Peu importe,Vie privée,Italien,4,16,Homme,Pan,2024-10-30T13:00:09.427979
ec75f2ad-4d9b-4f42-b617-a51fb99bd1c9,Clémence,Guyot,Travail/études,Réseautage pro,Cuisine|Arts & culture,Cuisine:Pâtisserie|Arts & culture:Cinéma,Le trajet est long,Peu importe,Autre,Actualité sensible|Vie privée,Français|Italien|Autre,2,56,Non-binaire,Homo,2025-08-15T13:00:09.428013
c9a85580-69fa-4bc8-8dce-1e2105704bb4,William,Germain,Travail/études,Discussion sympa,Technologie|Sport,Technologie:Programmation|Sport:Football,Le trajet est long,Peu importe,Introverti(e),Actualité sensible|Aucun,Anglais|Autre,5,42,Homme,Homo,2025-07-03T13:00:09.428045
58fd8c0f-695d-45d3-844d-a6abdfdd1689,Chantal,Leduc,Autre,Autre,Entrepreneuriat|Jeux vidéo|Arts & culture,Entrepreneuriat:Investissement|Jeux vidéo:FPS|Arts & culture:Histoire,Le trajet est long,Drôle,Sérieux(se),Vie privée,Autre|Italien,2,20,Préfère ne pas dire,Bi,2024-12-04T13:00:09.428078
42152c4c-b649-4e92-af40-9ec96202662a,Margaret,Muller,Autre,Échanger sur un sujet commun,Sport|Entrepreneuriat,Sport:Randonnée|Entrepreneuriat:Design produit,Il/elle partage mes centres d’intérêt,Extraverti(e),Drôle,Aucun|Actualité sensible,Espagnol|Français|Allemand,3,16,Femme,Préfère ne pas dire,2025-01-19T13:00:09.428111
081d7b1a-ea7a-4b84-84fa-28d6d289fc5a,Sylvie,Daniel,Visite famille/amis,Rester tranquille,Cuisine|Entrepreneuriat|Sciences,Cuisine:Végétarien/vegan|Entrepreneuriat:Investissement|Sciences:Biologie,Il/elle partage mes centres d’intérêt,Sérieux(se),Peu importe,Politique|Actualité sensible,Anglais|Français|Espagnol,3,63,Préfère ne pas dire,Homo,2025-06-20T13:00:09.428146
0d7be00d-899a-4c53-975a-52b22deff323,Gérard,Baudry,Visite famille/amis,Autre,Sport|Technologie|Podcasts,Sport:Escalade|Technologie:Gadgets|Podcasts:Développement perso,Il/elle partage mes centres d’intérêt,Drôle,Introverti(e),Religion,Autre|Allemand|Espagnol,1,66,Préfère ne pas dire,Hétéro,2025-05-18T13:00:09.428182
4c5a2196-6340-4643-9c50-e82217e69d43,Laetitia,Fischer,Autre,Échanger sur un sujet commun,Podcasts|Sciences|Sport,4987,Il/elle partage mes centres d’intérêt,Autre,Extraverti(e),Politique|Actualité sensible,Anglais|Français|Allemand,3,57,Préfère ne pas dire,Hétéro,2025-07-21T13:00:09.428223
3f90e0f2-636d-4994-93eb-9289a38afba7,Jeannine,Marion,Travail/études,Discussion sympa,Photographie,Photographie:Paysage,Jamais,Drôle,Sérieux(se),Aucun|Religion,Autre|Français,4,55,Préfère ne pas dire,Bi,2025-09-14T13:00:09.428260
2e1ac0ee-3ec3-4250-a142-44e3584ba53c,Simone,Rivière,Loisirs/vacances,Réseautage pro,Entrepreneuriat|Cuisine,Entrepreneuriat:Création|Cuisine:Végétarien/vegan,Ça dépend,Autre,Sérieux(se),Vie privée,Anglais|Français,4,21,Homme,Préfère ne pas dire,2025-09-20T13:00:09.428294
c1423d8e-9a29-4d29-a93f-277a8fa56e66,Michelle,Mercier,Visite famille/amis,Rester tranquille,Arts & culture,Arts & culture:Théâtre,Il/elle partage mes centres d’intérêt,Peu importe,Peu importe,Aucun,Anglais,3,65,Homme,Préfère ne pas dire,2025-09-29T13:00:09.428338
4cf571ac-02c5-40df-b5d3-34142f4ab43a,Stéphane,Philippe,Loisirs/vacances,Rester tranquille,Sport|Technologie|Musique,Sport:Football|Technologie:IA|Musique:Pop,Le trajet est long,Peu importe,Peu importe,Aucun,Français|Anglais,3,19,Homme,Pan,2025-01-04T13:00:09.428376
3e4e527b-a59a-4f7b-b598-9c6d199cf49a,Michèle,Maréchal,Travail/études,Réseautage pro,Cuisine|Photographie,Cuisine:Gastronomie FR|Photographie:Édition,Ça dépend,Extraverti(e),Calme,Aucun,Allemand|Français,1,46,Préfère ne pas dire,Pan,2024-10-14T13:00:09.428412
4a611364-7221-4a11-a1f7-791cc216c203,Jérôme,Traore,Autre,Discussion sympa,Cuisine,Cuisine:Cuisine du monde,Il/elle partage mes centres d’intérêt,Extraverti(e),Sérieux(se),Vie privée|Actualité sensible,Italien|Autre,4,22,Femme,Préfère ne pas dire,2025-06-12T13:00:09.428444
8f528297-4d45-4ebb-af30-a2e545658a35,Jacques,Gimenez,Loisirs/vacances,Réseautage pro,Jeux vidéo|Voyage,Jeux vidéo:Casual|Voyage:Road trip,Le trajet est long,Drôle,Sérieux(se),Actualité sensible|Religion,Allemand|Français|Italien,1,21,Préfère ne pas dire,Hétéro,2025-03-24T13:00:09.428476
aa011ea7-ac58-4bc5-97ae-c48a8ab3af80,Gilbert,Fontaine,Travail/études,Autre,Photographie|Cuisine|Musique,Photographie:Édition|Cuisine:Végétarien/vegan|Musique:World,Jamais,Peu importe,Autre,Actualité sensible,Espagnol|Autre|Français,5,48,Homme,Homo,2024-10-29T13:00:09.428509
e1f7ae89-380a-4acf-bdfd-f96f5af95526,Élodie,Guichard,Travail/études,Échanger sur un sujet commun,Cuisine|Musique|Sport,Cuisine:Cuisine du monde|Musique:World|Sport:Randonnée,Ça dépend,Peu importe,Peu importe,Aucun,Autre|Espagnol|Français,0,33,Non-binaire,Bi,2025-04-04T13:00:09.428544
ce231dac-702f-483b-94b3-508f3fc17666,Océane,Guilbert,Autre,Discussion sympa,Podcasts,Podcasts:Actualité,Il/elle partage mes centres d’intérêt,Autre,Calme,Vie privée,Allemand|Espagnol,2,39,Non-binaire,Bi,2024-12-14T13:00:09.428577
c210c9c1-419b-47e9-9a35-57009a790188,Paulette,Benard,Travail/études,Rester tranquille,Arts & culture,Arts & culture:Cinéma,Il/elle partage mes centres d’intérêt,Sérieux(se),Drôle,Vie privée|Aucun,Espagnol|Anglais,5,23,Non-binaire,Pan,2025-08-05T13:00:09.428611
1939d2ea-ac33-4855-92c9-d18fa9f4d644,Victor,Jacques,Autre,Autre,Sport|Lecture|Entrepreneuriat,Sport:Randonnée|Lecture:Romans|Entrepreneuriat:Création,La conversation est légère,Sérieux(se),Extraverti(e),Actualité sensible,Espagnol|Français,1,47,Préfère ne pas dire,Homo,2025-07-26T13:00:09.428658
d75a66a2-9582-4f6f-ab4a-2e4f7b1765c4,Denise,Besson,Loisirs/vacances,Autre,Sciences|Cuisine|Musique,Sciences:Sciences sociales|Cuisine:Gastronomie FR|Musique:Électro,Il/elle partage mes centres d’intérêt,Drôle,Introverti(e),Aucun|Vie privée,Allemand|Autre|Espagnol,1,41,Femme,Bi,2025-07-05T13:00:09.428696
60fe4a5b-0826-4360-87ef-2f41b207631d,Claire,Diallo,Autre,Échanger sur un sujet commun,Voyage,Voyage:Road trip,La conversation est légère,Drôle,Calme,Aucun|Politique,Espagnol|Autre,2,37,Homme,Hétéro,2025-01-12T13:00:09.428737
025e10df-469b-4965-bc45-92321a91a8fb,Rémy,Courtois,Loisirs/vacances,Échanger sur un sujet commun,Podcasts|Sciences,Podcasts:True crime|Sciences:Physique,Il/elle partage mes centres d’intérêt,Extraverti(e),Sérieux(se),Religion,Anglais|Français|Autre,4,45,Préfère ne pas dire,Préfère ne pas dire,2024-11-05T13:00:09.428788
8c34ff3a-d81b-4661-a3f3-d3a863724c16,Jacques,Duhamel,Visite famille/amis,Échanger sur un sujet commun,Jeux vidéo,Jeux vidéo:Action,Jamais,Drôle,Autre,Actualité sensible|Politique,Italien|Français,3,45,Préfère ne pas dire,Hétéro,2025-09-01T13:00:09.428842
eea64238-fcef-41a8-b970-991d761a248f,Brigitte,Antoine,Visite famille/amis,Discussion sympa,Musique|Arts & culture|Sciences,Musique:Jazz/Blues|Arts & culture:Histoire|Sciences:Sciences sociales,Ça dépend,Calme,Peu importe,Vie privée,Autre|Anglais|Espagnol,5,46,Homme,Hétéro,2025-02-12T13:00:09.428879
59d84c8b-d8e8-4239-a7ae-9a1362d684ef,Raymond,Maillot,Visite famille/amis,Discussion sympa,Sciences|Technologie|Lecture,Sciences:Physique|Technologie:Cybersécurité|Lecture:BD/Mangas,Ça dépend,Calme,Calme,Actualité sensible,Espagnol|Allemand,4,65,Non-binaire,Préfère ne pas dire,2025-09-04T13:00:09.428987
01afe59b-bf14-4ae0-a9be-6e66b2b5c916,Diane,Rousseau,Visite famille/amis,Discussion sympa,Musique|Photographie,Musique:Classique|Photographie:Édition,Le trajet est long,Sérieux(se),Autre,Actualité sensible,Italien,2,38,Non-binaire,Pan,2025-07-26T13:00:09.429029
14542fc0-9e8d-4a0e-9683-7555bb1f9446,Édouard,Hervé,Travail/études,Échanger sur un sujet commun,Voyage|Sciences|Cuisine,Voyage:City trip|Sciences:Biologie|Cuisine:Pâtisserie,Ça dépend,Sérieux(se),Introverti(e),Actualité sensible|Religion,Espagnol,4,28,Homme,Homo,2025-07-13T13:00:09.429065
86cd81e7-af24-4ca9-8cbf-4a1c24502074,Honoré,Hervé,Travail/études,Autre,Podcasts|Photographie|Lecture,Podcasts:Développement perso|Photographie:Paysage|Lecture:BD/Mangas,La conversation est légère,Extraverti(e),Extraverti(e),Vie privée,Allemand,3,59,Homme,Pan,2024-11-22T13:00:09.429101
3e8a1b9b-ac40-4a15-8c65-25f0762338e4,Sophie,Lecoq,Autre,Rester tranquille,Entrepreneuriat|Sport|Jeux vidéo,Entrepreneuriat:Investissement|Sport:Yoga|Jeux vidéo:Retro,Jamais,Drôle,Peu importe,Vie privée|Aucun,Anglais,5,24,Non-binaire,Hétéro,2024-11-06T13:00:09.429140
2f8103e0-4e14-4090-b03a-9e770d9d527b,Alex,Pruvost,Visite famille/amis,Autre,Podcasts,Podcasts:Culture,Il/elle partage mes centres d’intérêt,Sérieux(se),Introverti(e),Actualité sensible,Italien|Anglais,4,21,Homme,Pan,2025-04-05T13:00:09.429174
a2b616be-8e4d-41ee-aa3e-6cdaa75ee66e,Juliette,Fischer,Autre,Discussion sympa,Photographie|Cuisine,Photographie:Paysage|Cuisine:Pâtisserie,Il/elle partage mes centres d’intérêt,Sérieux(se),Extraverti(e),Actualité sensible,Autre,3,66,Homme,Homo,2025-09-11T13:00:09.429206
1cd62da7-a5c2-443f-8b27-8bf525007810,Christine,Ruiz,Autre,Rester tranquille,Jeux vidéo|Podcasts|Arts & culture,Jeux vidéo:Action|Podcasts:Actualité|Arts & culture:Cinéma,Le trajet est long,Extraverti(e),Peu importe,Aucun,Italien|Autre|Allemand,1,65,Non-binaire,Homo,2025-04-29T13:00:09.429482
97dae5f1-85ff-4734-b555-75846bd66a79,Camille,Chartier,Loisirs/vacances,Réseautage pro,Arts & culture|Jeux vidéo|Musique,Arts & culture:Cinéma|Jeux vidéo:Casual|Musique:Jazz/Blues,Ça dépend,Introverti(e),Autre,Religion,Allemand|Français,5,38,Homme,Préfère ne pas dire,2025-03-01T13:00:09.429593
fc7b06b7-1b3a-4fbc-bf4b-19cffff61c4a,Édith,Gomes,Travail/études,Autre,Musique|Photographie,Musique:Jazz/Blues|Photographie:Portrait,Jamais,Peu importe,Drôle,Vie privée,Espagnol|Français,3,66,Femme,Bi,2025-05-30T13:00:09.429655
892dce02-d7d0-4d34-a4f0-061703b0278b,Jules,Morin,Travail/études,Autre,Cuisine|Technologie|Lecture,Cuisine:Végétarien/vegan|Technologie:Innovation|Lecture:Développement personnel,La conversation est légère,Peu importe,Peu importe,Vie privée|Religion,Français,4,18,Non-binaire,Homo,2025-09-08T13:00:09.429726
08a41f14-2bcc-468b-a77a-5167d78e1854,Paulette,Ferrand,Travail/études,Échanger sur un sujet commun,Photographie|Voyage,Photographie:Édition|Voyage:Nature,Il/elle partage mes centres d’intérêt,Peu importe,Autre,Actualité sensible,Français|Espagnol,3,23,Non-binaire,Pan,2025-03-10T13:00:09.429955
9e74cbfa-2023-4288-9005-6bab687cd5e5,Manon,Pineau,Autre,Échanger sur un sujet commun,Jeux vidéo,Jeux vidéo:Casual,Le trajet est long,Peu importe,Calme,Politique|Vie privée,Allemand,5,68,Homme,Préfère ne pas dire,2025-05-03T13:00:09.430048
